video_id,author,comment_text,like_count,published_at,cyberbullying
TYWrS9lbHVo,@thayssa.161,Véi vcs viram que tem uma hora que o nison abrasa a piranha,0.0,2021-05-15T15:07:56Z,1
TYWrS9lbHVo,@analaurapereira9188,Niusom babaca,0.0,2021-05-13T18:08:04Z,1
TYWrS9lbHVo,@hinataotaka8317,Desgraçado sarrou na julha mano que raive,0.0,2021-05-12T15:53:08Z,1
TYWrS9lbHVo,@mundo-fofinho1252,"<a href=""https://www.youtube.com/watch?v=TYWrS9lbHVo&amp;t=1614"">26:54</a> kkskwkwkwskskskkssksksksks gente olha o Nilson imitando um macaco 🐒 kskskskskskkw",0.0,2021-05-11T02:19:07Z,1
TYWrS9lbHVo,@brendasyper3479,Nilson seu idiota,0.0,2021-05-10T19:35:26Z,1
TYWrS9lbHVo,@dudyydudinha5247,Tadinha da Beca tá sendo corna  né <br>👁💧👄💧👁,0.0,2021-05-10T04:11:56Z,1
TYWrS9lbHVo,@stephanyfurtado3688,Para todu mundo. coitada da beca  o Nilson é oriveu mente traidor,0.0,2021-05-09T02:40:13Z,1
TYWrS9lbHVo,@AnnaSiles,Beca corna kkkk,0.0,2021-05-08T04:48:33Z,1
TYWrS9lbHVo,@criismendes9470,Nilson idiota idiota idiota idiota como a camila teve coragem de chamar esse indiota,0.0,2021-05-08T01:27:27Z,1
TYWrS9lbHVo,@Yasmin..santos,O menino: pode encher o balde que esses cara não sabe     Eu: o Seu idiota tu sabe emmm,0.0,2021-05-08T00:57:43Z,1
TYWrS9lbHVo,@mikaelouise7774,Odeio o Nilson aff muleque idiota,0.0,2021-05-07T22:20:00Z,1
TYWrS9lbHVo,@mahrix,Mano o Nilson e chifrudo,0.0,2021-05-07T13:32:04Z,1
TYWrS9lbHVo,@bondedaruakids7343,O Nilson é MT idiota véi que menino escroto,1.0,2021-05-06T13:32:55Z,1
TYWrS9lbHVo,@taymedeiros757,Vcs é muito burro botar só negócio de tik tok logo pros tik tok meu Deus,0.0,2021-05-03T16:31:58Z,1
TYWrS9lbHVo,@luizgustavooliveira9751,vey a Aila é idiota kkkkkkkkkkkk,0.0,2021-05-03T15:11:25Z,1
m3GpdXFufU4,@anaclarafernandesdonascime8484,Esse povo do hytalo é muito favelado e chatos,0.0,2024-01-06T05:28:24Z,1
m3GpdXFufU4,@MariaWillanyNascimentosi-sr8fi,Eis minino é burro,0.0,2023-12-23T16:36:58Z,1
m3GpdXFufU4,@carolinaribeiro3923,Essa Camillinha e muito nojenta,0.0,2023-09-20T02:53:30Z,1
m3GpdXFufU4,@mariaeduara8829,A ray acha bonito ser talarica e vergonha mas ela gosta de ser ridícula e nojenta.,0.0,2023-05-16T13:51:31Z,1
m3GpdXFufU4,@Emilyssouzaa_,Essa Kamila é uma idiota,0.0,2023-05-13T18:52:49Z,1
m3GpdXFufU4,@kesianefonte4707,Povinho nojento esse do Hytalo 🙄🙄🙄🙄,0.0,2023-05-13T18:06:57Z,1
m3GpdXFufU4,@camilamarques4225,Meu Deus que povinho nojento que a camila convidou odiei eles,0.0,2023-05-13T13:17:16Z,1
m3GpdXFufU4,@ellenfeliciano3952,"aff, povo nojento esse do hytalo",0.0,2023-05-12T21:47:26Z,1
m3GpdXFufU4,@Yxsvinnie,Esse povo do Italo além de ser tóxico é tudo piranha da vergonha de assistir,0.0,2023-05-12T17:33:28Z,1
m3GpdXFufU4,@Karinajuju2000,"Nossa só eu odiei esse povo do hytalo <br>Que povo nojento, Camila seu canal já foi mais bem frequentado 🤮",0.0,2023-05-12T16:46:05Z,1
gRO4G1Gpf0s,@Manu-uu6rh,"Camila você foi covarde, não é da geração da família loures o tiktok e tinha um só pra salvar<br>Foi injusto 😂😂",0.0,2025-04-03T00:00:44Z,1
