video_id,author,comment_text,like_count,published_at,classificacao
CaWh022KuX4,@gleizypriscilasilvaferras2730,Espero que não de ruim quando o pedro chegar na casa dele kkk o importante que o caju está juntos mais um vez ❤❤❤❤🎉,6.0,2025-04-15T20:03:14Z,toxic
CaWh022KuX4,@ManuelAntonia-i9r,Cajuuuuuuuuuuuuuuiuuu voltouuuuuuuuuuuuuuuuuuu,0.0,2025-04-15T19:52:35Z,toxic
CaWh022KuX4,@CarolinaGuedes-uz3cp,O rafinha namora a bordes,0.0,2025-04-15T19:41:08Z,not_toxic
CaWh022KuX4,@Belly-t7r,O rafa e a borges terminou,0.0,2025-04-15T19:38:24Z,not_toxic
CaWh022KuX4,@CarlotaSoqueiro,O casal mais lindo da Internet 😍😍😍,6.0,2025-04-15T19:32:13Z,not_toxic
CaWh022KuX4,@joaopaulodesouza4346,Gi só não faz o q fiz q da errado kkk ainda bem q sabe q seu agora Rafinha  mds  até imagino versão gi e vini mais novo  se gi e vini não deu certo por imaturidade  Rafinha vem de só ilusão  kk coitado kk,0.0,2025-04-15T19:15:29Z,toxic
CaWh022KuX4,@ruamph,Ansiosa de mais pra assistir a outra parte😅😅😊,8.0,2025-04-15T19:06:17Z,not_toxic
CaWh022KuX4,@IrisDavid-x1u,"<a href=""https://www.youtube.com/watch?v=CaWh022KuX4&amp;t=713"">11:53</a> que fofos ❤❤❤",11.0,2025-04-15T18:33:06Z,not_toxic
CaWh022KuX4,@AdriellyVaz-n9p,"gicardoni <a href=""https://www.youtube.com/watch?v=CaWh022KuX4&amp;t=348"">5:48</a>",1.0,2025-04-15T18:32:46Z,not_toxic
CaWh022KuX4,@AdriellyVaz-n9p,"Rezende Giovana casal de <a href=""https://www.youtube.com/watch?v=CaWh022KuX4&amp;t=336"">5:36</a>",1.0,2025-04-15T18:32:31Z,not_toxic
CaWh022KuX4,@AdriellyVaz-n9p,"👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻 <a href=""https://www.youtube.com/watch?v=CaWh022KuX4&amp;t=296"">4:56</a>",1.0,2025-04-15T18:31:50Z,not_toxic
CaWh022KuX4,@AdriellyVaz-n9p,"gicardoni <a href=""https://www.youtube.com/watch?v=CaWh022KuX4&amp;t=271"">4:31</a>",1.0,2025-04-15T18:31:28Z,not_toxic
CaWh022KuX4,@AdriellyVaz-n9p,"Júlia Pimentel casal Cauã Souza casal lindas ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ <a href=""https://www.youtube.com/watch?v=CaWh022KuX4&amp;t=253"">4:13</a> 💍💍💍💍💍💍💍😍😍😍😍💍💍💍😍",1.0,2025-04-15T18:31:13Z,not_toxic
CaWh022KuX4,@AliceesilvaSantos,L,0.0,2025-04-15T18:18:40Z,not_toxic
CaWh022KuX4,@vivianesabino2839,Caua tá atacante se é louco,0.0,2025-04-15T18:08:08Z,not_toxic
CaWh022KuX4,@sergiofilho-cw5zy,CASAIS TEEN: <br>1- Cauã e Júlia😍❤️<br>2-Adur e a Ananda ❤️ <br>3-Rafinha e a novata na casa ❤️<br>OBS: Pedro virou dono de Creche e Cupido de casais teen 😂😂😂😂,11.0,2025-04-15T17:59:41Z,not_toxic
CaWh022KuX4,@TaisTrindade-e6m,Giovanna muito nervosinha,0.0,2025-04-15T17:54:38Z,not_toxic
CaWh022KuX4,@sergiofilho-cw5zy,O Adur é tipo o Vini e o Rafinha é o novo Adur kkkkk Hehe mestre e aluno,11.0,2025-04-15T17:53:40Z,toxic
CaWh022KuX4,@diegosousa9440,😎✌️🙌🤝🙏🙏👍☺️😀🫶,0.0,2025-04-15T17:50:16Z,not_toxic
CaWh022KuX4,@BlendaRibeiro-k5z,O Rafa superou a borges rapido,2.0,2025-04-15T17:46:16Z,not_toxic
CaWh022KuX4,@CristianCristino-o9i,Cauã e muito bom de vídeo mto engraçado  o moleque tem desenvolto 🎉kkkkkk Júlia e Cauã são lindos pra caralhoooo !!!,28.0,2025-04-15T17:17:02Z,not_toxic
CaWh022KuX4,@DIEGOALVES-yp4gk,MIM AJUDA AVISA CAROLZINHA GARCIA ESTOU INTERESSADO EM NELA SOU ESTADO DE SERGIPE SOLTEIRO 32 ANOS EVANGELICO ESCOLHER VOÇE NAMORA E CASAR DAR UMA CHANCE PARA MIM FALAR COMIGO,0.0,2025-04-15T17:16:49Z,not_toxic
CaWh022KuX4,@Dailton-io5by,Pelo menos a novela deu uma melhorada,6.0,2025-04-15T17:12:26Z,not_toxic
CaWh022KuX4,@netofilho5291,A o Cauã  você tem uma conhada muito  ciúmes  e a irmã  da ju,0.0,2025-04-15T17:09:42Z,not_toxic
CaWh022KuX4,@netofilho5291,Caju,0.0,2025-04-15T17:08:42Z,not_toxic
CaWh022KuX4,@netofilho5291,Aaaaaaaaaaaaaa,0.0,2025-04-15T17:06:49Z,not_toxic
CaWh022KuX4,@hamiltacavalcante3223,11,0.0,2025-04-15T16:52:02Z,not_toxic
CaWh022KuX4,@thomasbeyersdorf,"<a href=""https://www.youtube.com/watch?v=CaWh022KuX4&amp;t=13"">0:13</a>  Namorada Sim Julia",0.0,2025-04-15T16:51:53Z,not_toxic
CaWh022KuX4,@BruneiPdp,O Rafinha parou de ir no za pra ir pra i,1.0,2025-04-15T16:49:08Z,not_toxic
CaWh022KuX4,@VASCAOPARAHYBA,CAJUUUUUUUUUUU,0.0,2025-04-15T16:42:44Z,not_toxic
CaWh022KuX4,@Amanda-y8u,As meninas delira quando vê o selinho de caju 😂😂❤,8.0,2025-04-15T16:42:04Z,not_toxic
CaWh022KuX4,@Veridianedossantosrohleder,"<a href=""https://www.youtube.com/watch?v=CaWh022KuX4&amp;t=716"">11:56</a>  até que em fim o beijo hahahaha ❤❤❤",8.0,2025-04-15T16:41:30Z,not_toxic
CaWh022KuX4,@LeandraCastro-i1k,Kkkkkkkk kkkkkkkk kkkkkkkk 😂😂😂,0.0,2025-04-15T16:26:20Z,toxic
CaWh022KuX4,@Marcos011-07,"MDS MN kkk Rafinha já tá querendo outra ,Borges se deu bem se livrando",3.0,2025-04-15T16:20:16Z,not_toxic
CaWh022KuX4,@AnaAlice-z2j,Casal lindo shipo muito ❤❤❤,1.0,2025-04-15T16:17:10Z,not_toxic
CaWh022KuX4,@SilvaWe,Rafinha nem pára de gravar com Zanella já está com Pedro,8.0,2025-04-15T16:17:10Z,not_toxic
CaWh022KuX4,@isaacruas2626,legal,1.0,2025-04-15T16:16:39Z,not_toxic
CaWh022KuX4,@AnaJulia-j5c5p,Já é o oitavo selinho,1.0,2025-04-15T16:14:32Z,not_toxic
CaWh022KuX4,@HelenaVictoria-bela123,Quando o caua abaixou eu jurei que eia ter pedido de namoro,0.0,2025-04-15T16:14:11Z,not_toxic
CaWh022KuX4,@MariiiMaciell14,Bah a hora que ele se ajoelhou o público:&quot;😮&quot; 2 segundos depois dele se ajoelhar:&quot;🤡&quot; foi bem isso kkkkk,20.0,2025-04-15T16:01:01Z,toxic
CaWh022KuX4,@MarcellaVicente-v4l,Salve Rafinha e ARDU,0.0,2025-04-15T15:57:39Z,not_toxic
CaWh022KuX4,@melyssamilani6402,O adur não me respondeu 😭😭😭😭😭😭,0.0,2025-04-15T15:55:40Z,not_toxic
CaWh022KuX4,@melyssamilani6402,O adur não me respondeu 😭😭😭😭😭😭,0.0,2025-04-15T15:55:17Z,not_toxic
CaWh022KuX4,@MarcellaVicente-v4l,CAUÃ LINDOOOOO,1.0,2025-04-15T15:54:49Z,not_toxic
CaWh022KuX4,@RPZIN_game,Guria faz escandalo quando ve um selinho credo crescem,1.0,2025-04-15T15:51:26Z,not_toxic
CaWh022KuX4,@elianaqueiroz3549,Aii que fofoss❤🥺,2.0,2025-04-15T15:50:46Z,not_toxic
CaWh022KuX4,@JoseMailsonvaleriodasilva,👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗,1.0,2025-04-15T15:45:36Z,not_toxic
CaWh022KuX4,@milenavlogsalves581,Aí meu deus amo ❤,0.0,2025-04-15T15:32:00Z,not_toxic
CaWh022KuX4,@HeitorSilva-hh5sr,🤗🤗🤗🤗🤗🤗👏🏽👏🏽👏🏽👏🏽,0.0,2025-04-15T15:28:15Z,not_toxic
CaWh022KuX4,@dirdudustsmarisjfjdrurjdjf9914,Eu já estou no vapoooo,3.0,2025-04-15T15:28:05Z,not_toxic
CaWh022KuX4,@jazieldsouza,T,0.0,2025-04-15T15:27:54Z,not_toxic
CaWh022KuX4,@ÔhRafaYT,"nossa a hora que o pedro ver este video ele vai surtar 😂😂😂😂😂😂 ele deixou bem claro,nada de festas😂😂😂😂😂😂😂😂😂😂",21.0,2025-04-15T15:27:34Z,not_toxic
CaWh022KuX4,@DaniloLombardo-d4r,Caju,0.0,2025-04-15T15:14:43Z,not_toxic
CaWh022KuX4,@marianaalmeidaoliveira5986,"Ai gente não tem nem como eles serem só amigos, depois desse tanto de selinhos",28.0,2025-04-15T15:06:06Z,not_toxic
CaWh022KuX4,@EmillyMarques-wi6do,Amo vcs ❤️,0.0,2025-04-15T15:05:15Z,not_toxic
CaWh022KuX4,@VEvideosIA,"Isso ta bom demais pra ser verdade , certeza q vai haver alguma treta 😂",9.0,2025-04-15T15:04:44Z,not_toxic
CaWh022KuX4,@AlissonAlbuquerqueAlbuqu-wk9wo,Caju❤,0.0,2025-04-15T15:04:21Z,not_toxic
CaWh022KuX4,@EmillyMarques-wi6do,Fofos ❤️,0.0,2025-04-15T14:57:36Z,not_toxic
CaWh022KuX4,@EmillyMarques-wi6do,Lindos ❤️,2.0,2025-04-15T14:57:27Z,not_toxic
CaWh022KuX4,@GabrielToniato,É as coisas mudou ela mudou de ideia  deu uma chance  pra ele  finalmente  porque  na quele dia ela destruiu  o Caua,2.0,2025-04-15T14:55:36Z,not_toxic
CaWh022KuX4,@midielesoares322,"Caju combinando a roupa,parte d baixo branco e de cima preto",8.0,2025-04-15T14:55:03Z,not_toxic
CaWh022KuX4,@kauangame4259,Coitada da Borges Rafinha vacilou,25.0,2025-04-15T14:52:40Z,not_toxic
CaWh022KuX4,@LorrainyAlves-w5z,A julia e o cauã são muito fofos juntos ❤️ ❤️,3.0,2025-04-15T14:49:24Z,not_toxic
CaWh022KuX4,@robertaalmeida2253,Anciosa pra ver a continuação amanhã 🫶🏻🙌🏻,46.0,2025-04-15T14:47:30Z,not_toxic
CaWh022KuX4,@leandrooliveirafilho6564,Já tá virando rotina ja eles se beijando,4.0,2025-04-15T14:47:22Z,not_toxic
CaWh022KuX4,@euvictoriia,A bondariw sumiu,1.0,2025-04-15T14:46:51Z,not_toxic
CaWh022KuX4,@ThanylliNascimentoguerra,Eu quero a continuação,5.0,2025-04-15T14:42:59Z,not_toxic
CaWh022KuX4,@VictorEmanuel-g6m,Cade a Carol bondariw,2.0,2025-04-15T14:41:07Z,not_toxic
CaWh022KuX4,@fabiolopes8838,Um bom dia pra vcs ai rezende e Cauã e Júlia e galera aí 👏 <br>Ta top o vídeo de vcs ai rezende e Cauã e Júlia e galera aí 👏👏👏<br>Parabéns pra vcs ai Cauã e Júlia 👏👏👏,4.0,2025-04-15T14:39:36Z,not_toxic
CaWh022KuX4,@brunog.freire3897,Plmds Rafinha não fica com essa mnn!,5.0,2025-04-15T14:31:54Z,not_toxic
CaWh022KuX4,@robertaalmeida2253,"Eu entendi oque vc quis dizer e a Júlia é uma menina especial,  vcs são um casal perfeito 💞",22.0,2025-04-15T14:31:45Z,not_toxic
CaWh022KuX4,@PedroMagno-u2k,Queria tanto que o vini tivesse ai 😢,5.0,2025-04-15T14:31:33Z,not_toxic
CaWh022KuX4,@Matheustjs39,Que agonia esse tapete vermelho torto no chão KKKKK,4.0,2025-04-15T14:30:25Z,toxic
CaWh022KuX4,@EvelineEva-gb4ob,O sorriso da gi é tão lindo,13.0,2025-04-15T14:27:39Z,not_toxic
CaWh022KuX4,@AnaLuisa-c3h,É o ditado neh quando o gato sai os ratos fazem a festa kkkkkk quero ver quando o Rezende chegar aí hein,8.0,2025-04-15T14:27:29Z,toxic
CaWh022KuX4,@robertaalmeida2253,"Bom dia , anciosa pra ver esse vídeo 🩷💙🫶🏻 Ju e Cauã",13.0,2025-04-15T14:26:59Z,not_toxic
CaWh022KuX4,@EloaBarbosa-x6z,Caju ou juca,3.0,2025-04-15T14:21:48Z,not_toxic
CaWh022KuX4,@joseteodorodefariafilho2307,O Cauã e bem romântico ❤️‍🔥 👏🏽👏🏽,27.0,2025-04-15T14:20:32Z,not_toxic
CaWh022KuX4,@dany_ribeirocosta,so acho quando for pedir em namoro o certo pedir longe de todos pq ate entao é de vcs dois! lgr mais bonito e tudo pra dar certo! as vezes msm sendo apenas amigos ninguem nunca sabe confiar em alguem complicado! mais os dois que trabalham na mesma coisa mt dsejam  o mal mt invejam... vai dar tudo certo que seja vontade de Deus n so suas ....vcs conhecendo melhor na hr certa chega,4.0,2025-04-15T14:18:45Z,toxic
CaWh022KuX4,@williamnunes9014,que legal eu adorei o vídeo lindos muito bom 🧡🧡🧡🧡🧡🧡🧡❤❤❤,3.0,2025-04-15T14:18:13Z,not_toxic
CaWh022KuX4,@MariliaMelo-oe2lb,Melhor casal caju ❤️❤️❤️❤️❤️❤️,14.0,2025-04-15T14:17:46Z,not_toxic
CaWh022KuX4,@LaniellySilvaoliveira,Eles é lindos juntos ❤,10.0,2025-04-15T14:17:13Z,not_toxic
CaWh022KuX4,@julianamariasilva9128,Uma hora ou outra o Rezende vai descobrir tudo eu estou avisando  abrir os olhos alertando atenção,1.0,2025-04-15T14:16:33Z,not_toxic
CaWh022KuX4,@Beatriz-m2l1e,Quem acha que o Pedro deveria postar 2 vídeos por dia coloca um .,35.0,2025-04-15T14:15:56Z,not_toxic
CaWh022KuX4,@Lauradeoliveira-48,Meu casal existe ❤❤❤,9.0,2025-04-15T14:15:54Z,not_toxic
CaWh022KuX4,@Beatriz-m2l1e,Já estou MUITO ansiosa pro vídeo de amanhã💗💗,67.0,2025-04-15T14:15:16Z,not_toxic
CaWh022KuX4,@hellenrocha8752,Fofossss❤❤❤,6.0,2025-04-15T14:15:01Z,not_toxic
CaWh022KuX4,@Beatriz-m2l1e,Que fofinhos💗💗🥹,0.0,2025-04-15T14:14:44Z,not_toxic
CaWh022KuX4,@GABRIELEugénio-y2y,Aeeeeee denovo car#&amp;%$@,4.0,2025-04-15T14:14:37Z,not_toxic
CaWh022KuX4,@LuciaMaria-w6q,Aí que lindos,3.0,2025-04-15T14:14:36Z,not_toxic
CaWh022KuX4,@larafaria6495,vídeo novo,1.0,2025-04-15T14:14:32Z,not_toxic
CaWh022KuX4,@larafaria6495,finalmenteeee,4.0,2025-04-15T14:14:25Z,not_toxic
CaWh022KuX4,@roberiolimapereira3437,CAJU  TÁ BOM DEMAIS... (QUEM CONCORDA DEIXA LIKE NO COMENTÁRIO),204.0,2025-04-15T14:11:19Z,not_toxic
CaWh022KuX4,@NinhaAmorim-f7k,❤❤❤❤❤❤❤,0.0,2025-04-15T14:11:15Z,not_toxic
CaWh022KuX4,@wilmarfernandes4982,Gi cardoni meu amorzinho linda maravilhosa 💓💓💋💋,17.0,2025-04-15T14:11:02Z,not_toxic
CaWh022KuX4,@wilmarfernandes4982,As meninas estão muitos lindas demais parabéns amo vcs muito 🩷🩷🩷🩷🩷🩷,7.0,2025-04-15T14:10:32Z,not_toxic
CaWh022KuX4,@clarissa-hd3rc,Casal lindoo amo caju,6.0,2025-04-15T14:10:06Z,not_toxic
CaWh022KuX4,@VitóriaAlmeida-w6d,Casal lindooo,9.0,2025-04-15T14:09:24Z,not_toxic
CaWh022KuX4,@JoseLucas-bw3ow,😅<br>Oi,0.0,2025-04-15T14:09:22Z,not_toxic
CaWh022KuX4,@PauloCésar-b3d5p,Linda 🎉🎉🎉🎉❤❤❤,0.0,2025-04-15T14:09:10Z,not_toxic
CaWh022KuX4,@YasmimOliveira-h3s,"De primeiro era vídeo de gini, agora e de caju 😭",6.0,2025-04-15T14:06:26Z,not_toxic
CaWh022KuX4,@João_victor1910,"<a href=""https://www.youtube.com/watch?v=CaWh022KuX4&amp;t=14"">0:14</a> na HR que ele ajoelhar ele vai falar &quot;quer ser minha melhor amiga&quot; Não assisti ainda",20.0,2025-04-15T14:04:29Z,not_toxic
CaWh022KuX4,@taisilva6333,Uhuuu chegueeei🎉 casaaaal lindo da poh@❤🎉,51.0,2025-04-15T14:03:42Z,not_toxic
CaWh022KuX4,@kaioadelson5076,Oiii,0.0,2025-04-15T14:03:20Z,not_toxic
CaWh022KuX4,@RebecaSeixas-v4p,Fofos,6.0,2025-04-15T14:03:01Z,not_toxic
CaWh022KuX4,@RebecaSeixas-v4p,Que lindos,1.0,2025-04-15T14:02:24Z,not_toxic
CaWh022KuX4,@luannadiniz414,Primeiro,0.0,2025-04-15T14:02:13Z,not_toxic
CaWh022KuX4,@cozinhadamaah,Oiiiiiiii,1.0,2025-04-15T14:02:06Z,not_toxic
CaWh022KuX4,@Inacia-q1f,Umas das primeiras ❤❤,11.0,2025-04-15T14:01:44Z,not_toxic
CaWh022KuX4,@breno7773,Que lindos,6.0,2025-04-15T14:01:34Z,not_toxic
CaWh022KuX4,@RayanPedro-i5o,Primeiro,0.0,2025-04-15T14:01:24Z,not_toxic
CaWh022KuX4,@KaykiSouza-zr4dw,Oii terceiroooo,1.0,2025-04-15T14:00:59Z,not_toxic
CaWh022KuX4,@brunapraposo9372,Primeira fixa pvf❤❤kk amo o casal caju❤❤,6.0,2025-04-15T14:00:59Z,not_toxic
CaWh022KuX4,@ArthurGambeta-jx3vt,Primeiro,0.0,2025-04-15T14:00:40Z,not_toxic
CaWh022KuX4,@BeatrizMartins-ug1ct,Oi,0.0,2025-04-15T14:00:32Z,not_toxic
CaWh022KuX4,@juniortubeofc,Um dia vou ser Youtuber .. se Deus quiser … Curti ai .. pra quem acredita 🙏,23.0,2025-04-15T14:00:27Z,not_toxic
m5UpGISwdVk,@rezendeevil,"CONHEÇAM A <a href=""http://cassino.bet.br/"">CASSINO.BET.BR</a>, ENTREM NO SITE COM MEU LINK: <a href=""https://cpxlink.net/rezende-yt"">https://cpxlink.net/rezende-yt</a>",8.0,2025-04-21T23:44:31Z,not_toxic
m5UpGISwdVk,@isabelysantanagonçalves,O casal cajuuu❤,0.0,2025-05-05T12:46:06Z,not_toxic
m5UpGISwdVk,@MarcelocapelContainfantil,O tolero com  todo respeito você  é  muita bonita  mesmo  ❤❤❤❤❤🎉❤🎉❤🎉❤❤🎉❤🎉❤🎉❤🎉😊😊😊😊😊😊😊😊😊😊,0.0,2025-05-04T23:06:37Z,not_toxic
m5UpGISwdVk,@pronarutin2753,Mn na hora que o Rezende abaixou o celular eu apertei pause e aproximei a imagem parece muito o Pablo beijando a testa dela,0.0,2025-05-02T19:14:47Z,not_toxic
m5UpGISwdVk,@tocadocoelho8674,Adur e Ananda no msm lugar ainda SHIPOOOO 😢,0.0,2025-04-30T15:49:57Z,not_toxic
m5UpGISwdVk,@edinhogames9035,Oi,0.0,2025-04-27T15:39:45Z,not_toxic
m5UpGISwdVk,@natashabizerra4739,Estou adorando,0.0,2025-04-26T19:37:21Z,not_toxic
m5UpGISwdVk,@Isabella-k3x4m,CONDENSAÇÃO KAUÃ? KKKKKKKKKK,0.0,2025-04-26T00:29:54Z,toxic
m5UpGISwdVk,@erikamendes4280,"ISSO SIM É VIDEO BOM, VIDEO RAIZ... ESSES VIDEOS DE CRUSH, JÁ DEU. TINHA UM TEMPÃO QUE NÃO ENTRAVA",0.0,2025-04-25T23:51:01Z,not_toxic
m5UpGISwdVk,@BeatrizAlmeidaRodrigues,Mt bom esse vídeo 😂❤,0.0,2025-04-25T12:43:08Z,not_toxic
m5UpGISwdVk,@joseteodorodefariafilho2307,Tá bom demais esses vídeos 👏🏽👏🏽,0.0,2025-04-25T01:39:10Z,not_toxic
m5UpGISwdVk,@jazieldsouza,8,0.0,2025-04-24T00:44:20Z,not_toxic
m5UpGISwdVk,@UsushBzbz,Melhor vídeos engraçado kkkk,0.0,2025-04-23T23:48:15Z,not_toxic
m5UpGISwdVk,@vitrusguimaraes5980,um dia rezebde infarta com esses moleques,0.0,2025-04-23T20:53:33Z,not_toxic
m5UpGISwdVk,@RyanksilvaSilva,pq o vini ta na capa sendo q ele nem ta no video,0.0,2025-04-23T17:41:33Z,not_toxic
