video_id,author,comment_text,like_count,published_at,categorias,classificacao
aKeXWNg2J64,@LuizaCanejo-h5l,so louca igual luluca fai deixar like,1,2025-04-02T21:31:51Z,['machismo'],toxic
JvsjliIZtTQ,@NininhaGamer-x6x,espirito santo vila velha favoooorrr,0,2025-03-26T01:28:08Z,['etarismo'],not_toxic
JvsjliIZtTQ,@jefdinotube,viaja porto velho pfv,0,2025-03-09T02:16:41Z,['etarismo'],not_toxic
JvsjliIZtTQ,@sofiafava4117,lu muuuitto fate acompanho desde voce fazia videos manha rico vs pobre kk voce marcou infancia ja praticamente anosfeliz aniversario adiantadote amo lu,3,2025-03-08T17:47:02Z,['classismo'],toxic
JvsjliIZtTQ,@AliceCunha-r2o,luu faz luluca responde vivo vila velha es,0,2025-03-07T20:45:58Z,['etarismo'],not_toxic
JvsjliIZtTQ,@jefdinotube,oii aqui maysa anos perfil pai queria perguntar voce ja pensou viajar porto velho onde moro alguns pandinhas tambem,0,2025-03-06T01:14:16Z,['etarismo'],toxic
JvsjliIZtTQ,@Camillyfofisbloxy,lu vo cachorra parecida mili sempre ouvi pessoas falando q cachorra avo morreu nunca imaginei q ia poder falar,0,2025-03-05T21:47:06Z,['machismo'],toxic
JvsjliIZtTQ,@RAPHAELLIMA153,oi luluca vc vai fazer anos nesse mes vou fazer anos agosto vc ano velha,1,2025-03-05T02:40:52Z,['etarismo'],toxic
JvsjliIZtTQ,@sntxofc,assim garotinha ja vai fazer anos epoca q assistia velha q vou fazer,0,2025-03-04T23:53:02Z,['etarismo'],toxic
JvsjliIZtTQ,@IrenildeSousaPaixao,louca cade voce vim aqui so verbr,0,2025-03-04T18:00:18Z,['machismo'],toxic
JvsjliIZtTQ,@Ana_flopada,hrefhttpswwwyoutubecomwatchvjvsjliizttqampta vai pro piaui varzea branca lulu otimo vc viesse pra caaqui eh lugar pobrezinho bem legal adoraria ver aq beijos lu,0,2025-03-04T15:08:48Z,['classismo'],toxic
JvsjliIZtTQ,@francineidelavareda4944,porto velho rondonia favor,0,2025-03-04T12:24:56Z,['etarismo'],not_toxic
JvsjliIZtTQ,@Melissa-t3z6s,favor fa faz tempo sonho ninguem youtube gosto nenhum faz show barretos ai queria menos voce faz louca responde favor conhecer youtuber voces nunca fizeram show aqui barretos youtubers gosto ai nunca consigo ver voces vivo favor faz aqui barretos luluca luluca responde,1,2025-03-04T03:54:30Z,['machismo'],toxic
JvsjliIZtTQ,@AnaClarateixeirasantiago,rondonia porto velho,0,2025-03-04T03:20:08Z,['etarismo'],not_toxic
JvsjliIZtTQ,@edivaniamiranda4622,traz louca responde pro df riacho fundo pfv,1,2025-03-04T03:15:49Z,['machismo'],toxic
JvsjliIZtTQ,@SteffanyMonteiro-j5p,lu pfv tras louca responde pro tbm amo,0,2025-03-03T23:46:46Z,['machismo'],toxic
JvsjliIZtTQ,@RodrigoSilva-mh3ql,favor leva luluca responde brasilia ahhhhhh tou louca ir,0,2025-03-03T23:45:16Z,['machismo'],toxic
JvsjliIZtTQ,@jeanpdb,lu faz luluca responde vitoria vila velha pfv fa,0,2025-03-03T23:09:31Z,['etarismo'],toxic
JvsjliIZtTQ,@leticiafarias9299,mlk burro perder garota linda dessa,0,2025-03-03T21:56:59Z,['capacitismo'],not_toxic
JvsjliIZtTQ,@kszstar,finalmente louca saber ja ate rolando meio polemica resende tik tok vou esperar agr veyr,0,2025-03-03T21:01:56Z,['machismo'],toxic
JvsjliIZtTQ,@gracielaalves2527,to louca pra assistir,0,2025-03-03T18:54:04Z,['machismo'],not_toxic
JvsjliIZtTQ,@Gabrielle-be4lw,louca pra saber nao dormir ansiosa pra video,0,2025-03-03T18:53:21Z,['machismo'],not_toxic
JvsjliIZtTQ,@AliceSilvaFerreira-o3p,luuuuu vou ficarrr louca esperando videoooo,0,2025-03-03T18:45:07Z,['machismo'],toxic
JvsjliIZtTQ,@EvelynCristinaBarbosadelimaBar,genteee to ate chorando to emocionada amo vc luuuu,1,2025-03-03T18:33:59Z,['machismo'],toxic
cFsVFooB8ro,@Xdr-fran2.0,quotgente so fresca voces sabem disso quot super identifico,0,2025-07-15T18:08:56Z,['machismo'],toxic
cFsVFooB8ro,@Laisa-zq4re,painho voce voce enganando outros emily vick robson ne ne ne ne ne ne voce todos entendeu nao peca palhaco voce ta palhaco voce bando idiota,0,2025-07-15T16:52:30Z,['capacitismo'],toxic
cFsVFooB8ro,@helenalouquinha5153,vc nao fresca sim hegenica,0,2025-07-15T16:41:03Z,['machismo'],toxic
cFsVFooB8ro,@Manoel-l6n,haster rosas chegar pra falar mal ossos clinica ossos paulo savage fazer inscrever canal flop pessoa nao gosto nao vou gostoso pouco ne nao gostava ti soares negocio mandou shorts ne tipo falou tal ensina nao gosto anos tipo la ate escrito nao gosto ossos entao olha chora bebe bebe perder nao tava conseguindo escrever leila disse escreve canal ai ruim cha fica assim idiota outra outro fica desliga merito outro fica salao onto fica explicou bicho quase nao to ouvindo fica gente nao to ouvindo ces sao sempre canal bebe,0,2025-07-15T15:36:32Z,['capacitismo'],toxic
cFsVFooB8ro,@jocaneto-s7g,emily robson so vive roubando velho,0,2025-07-15T15:27:21Z,['etarismo'],not_toxic
cFsVFooB8ro,@JosueMartins-r9m,kat fresca igau kskskskks hrefhttpwwwyoutubecomresultssearchquerydosrosasdosrosasa,0,2025-07-15T14:46:07Z,['machismo'],toxic
cFsVFooB8ro,@Mundodakat-v7j,kat vc nao fresca,1,2025-07-15T06:52:54Z,['machismo'],not_toxic
cFsVFooB8ro,@luzinetecostadelima1480,velho sanfoneiro jogam ganhar video fazem video voces sao melhores brasil nunca pare fazer videos voces grupo rosas,13,2025-07-15T03:52:16Z,['etarismo'],toxic
cFsVFooB8ro,@AnaJulia-j2t5d,nao mal nao culpa fato voces estao acabados ketlin tomar banho vendo video ali emily falou desde surdo voces voces nao tomaram banho fala ate voces causa antigo nao nao show mae acha ai nao show sim leozinho nao cabelo rosa ketlin nao toma banho ja faz bastante tempo acho emily vick falou la video fa voces fa numero voces nao blusa nada nenhum caderno assim sabe porque nao nenhuma bagunca assim voce causa tambem nao condicao controlar entao nao sei tambem normal ne ai fa voces voces estao acabados ne misericordia amo voces sempre vou amar grupo souza sempre estomago pode fazer fazer ate la duda ainda vou amar grupo rosa so voces nao ta velhinhos amo produtos rosa lencinho nao importa pessoa feia tipo leozinho feio nao importa tio robson voz feio porque dois sao feios sofrendo nao importa sao feio importa sao legais amo composicao sempre vou amar hoje aniversario mae gente fez festa quase falou nao falou quase louca tambem chato comigo chata so vejo reclamando outro gente so vive brigando ursinho voce nao gosta mim nao gosto falei ainda so convidou sil nao nao gosto gosto menos entendeu chato pior voz viu emily enfim amo produtos fazendo desenho cinema grupo solo sao fa emily video fa mc video emily vick mc guilherme fa fa emily vick sao amo amiga fa numero nao condicao contar nada assim sei alguns dias vou conseguir bom quero video youtube sei fazer brigadeiro sei desenhar vou trabalhar sexta crescer entao vai dar mim comprar varias coisas ah amo voce baby amo voce voce sim aqui voce quer fa numero ah ne hoje aniversario mae ne entao mae tambem mereciam parabens entao ve comentario menos comentario ne menos mandar parabens nome mae lorraine entao mandar parabens pode mandar parabens lorraine ta bom toda semana mal educado gosto mae hoje aniversario bom mae chata velha menos pai mae nao velha ta fazendo anos ta bom pouquinho amo rosa jeitinho voce quiser ta bom,0,2025-07-15T03:23:19Z,"['etarismo', 'machismo']",toxic
cFsVFooB8ro,@ArthurKallebeMendes,fresca,0,2025-07-15T03:00:43Z,['machismo'],not_toxic
cFsVFooB8ro,@ArthurKallebeMendes,ketlin empresa ketlin pescar gatinho fresca,0,2025-07-15T02:51:21Z,['machismo'],not_toxic
cFsVFooB8ro,@cléa-o8v,baixar sapatinho so ketlin ketlin pode dar comida gostosa nao dinheiro,0,2025-07-15T01:52:58Z,['homofobia'],toxic
cFsVFooB8ro,@elaineferreira9326,katlen fresca falsa infantil,0,2025-07-15T01:21:22Z,['machismo'],not_toxic
cFsVFooB8ro,@regianeregis1140,porque porque tambem nao pode jogar coisas novas estao lixo estao novas novinhas novinhas lixo porque errado velha velha velha velha velha velha estragada dai voce joga lixo nao nao jogue lixo doe,0,2025-07-15T00:31:14Z,['etarismo'],toxic
cFsVFooB8ro,@MariaesterRodriguesdesou-n4e1r,confundi sim colecao livro voces rosa pintar bob good voces tudo voces imaginar coisa voces acho louca comprar ne crianca pai mae comprou ne,1,2025-07-14T23:51:07Z,['machismo'],toxic
cFsVFooB8ro,@SinnaraSilva,desenho virou boneco bala boa agora vai sair dai dentro tambem hein galinha facil entrar porque anos sei quantos anos leozinho viu ficar sei la preste quebrar pincel viu ainda corta leozinho dentro,0,2025-07-14T23:30:34Z,['machismo'],toxic
cFsVFooB8ro,@Edi-v9h1z,velho voces sao engracado,0,2025-07-14T23:20:42Z,['etarismo'],not_toxic
cFsVFooB8ro,@GuilhermeCampos-n3e,velho roubar voces dois robson emily vick voces sao roubalheiro,0,2025-07-14T23:16:44Z,['etarismo'],not_toxic
cFsVFooB8ro,@HeitorGabriel-v1i,ola heitor gabriel fa numero olha aqui ce enganou mentiroso demonio deus ce sabe ceis faz mentira ces compraram deus burro emily robson burro deus voce lindo ninguem gosta vidros todos marginal,0,2025-07-14T22:41:06Z,['capacitismo'],toxic
cFsVFooB8ro,@josianemello6715,fala puta,0,2025-07-14T22:19:34Z,['machismo'],toxic
cFsVFooB8ro,@FabrícioRibeiro-x6u,emily ta parecendo galinha,0,2025-07-14T22:19:01Z,['machismo'],not_toxic
cFsVFooB8ro,@DaviSouza-t3h9v,robson quer achar mendiga lixo,0,2025-07-14T21:45:09Z,['classismo'],not_toxic
cFsVFooB8ro,@EmanuellyPires-d2f9q,ketlin nao precisa chorar ketlin amo ta ketlin voce idolo numero amo amo nao condicoes completar porque pobre tambem moro minas gerais ta moro pocos caldas,0,2025-07-14T21:27:07Z,['classismo'],toxic
cFsVFooB8ro,@JoelFinatto,ketelem muuuuuuuuuuuito nojenta,0,2025-07-14T21:26:53Z,['machismo'],toxic
cFsVFooB8ro,@gabrielelima718,jogar lixo nao vou botar caixinha porque ninguem fresca igual,0,2025-07-14T21:14:33Z,['machismo'],toxic
cFsVFooB8ro,@Spike-n6d,emilly robisom sao retardado,0,2025-07-14T21:07:30Z,['capacitismo'],toxic
cFsVFooB8ro,@rafa_244-j7d,emily galinha ate pe,0,2025-07-14T20:38:26Z,['machismo'],toxic
cFsVFooB8ro,@juliorosa48,rosa tudo ate caderno ketlin nao precisa parar fazer coisas to mal to pintando tudo voce bob gude legal voce nao precisa ficar triste porque tudo legal sao jogaram mau gosto grupo rosa maravilhoso nunca deve jogado alguma coisa so velha acabada guardava guardava porque santos rosa ja todos shows proximo show vou vou ai vou ai,0,2025-07-14T20:19:52Z,['etarismo'],toxic
cFsVFooB8ro,@RiquelmeBensi,nao pera ai velho bar ja teste gravidez tava positivo,0,2025-07-14T19:08:24Z,['etarismo'],toxic
cFsVFooB8ro,@RafaeliSantos-c3k,emilly sapato parece uns pe galinha sapato obsn falando emi sapato ok,0,2025-07-14T18:52:54Z,['machismo'],toxic
cFsVFooB8ro,@rafaelapequeno7904,macaquinho andando fio atras voce,0,2025-07-14T18:28:37Z,['racismo'],not_toxic
cFsVFooB8ro,@tekinhaelivinha2985,katelen chata acho fresca nojo tudo nao deveria grupo rosa brsabendo grupo rosas meio doido concorda clica aqui,0,2025-07-14T18:03:47Z,['machismo'],toxic
cFsVFooB8ro,@MarceloDutra-e6f,void burro obvio canetinha hrefhttpswwwyoutubecomwatchvcfsvfoobroampta,0,2025-07-14T17:07:28Z,['capacitismo'],toxic
cFsVFooB8ro,@AlicedeLaraGabarron,void vc burro lixo banheiro so papel,0,2025-07-14T17:06:18Z,['capacitismo'],not_toxic
cFsVFooB8ro,@ValentinaDaguetti,deus ceu fazem sonho ter nunca condicoes comprar porque pobre voces rico ne fa voces,0,2025-07-14T16:42:24Z,['classismo'],toxic
cFsVFooB8ro,@alexandracachoeira1742,desculpe falar ketlin bichinha fresca caramba,0,2025-07-14T16:26:56Z,"['homofobia', 'machismo']",toxic
cFsVFooB8ro,@MarjorieBandeira-h5j,ai voces sao burro ne hrefhttpswwwyoutubecomwatchvcfsvfoobroampta hrefhttpswwwyoutubecomwatchvcfsvfoobroampta hrefhttpswwwyoutubecomwatchvcfsvfoobroampta hrefhttpswwwyoutubecomwatchvcfsvfoobroampta hrefhttpswwwyoutubecomwatchvcfsvfoobroampta hrefhttpswwwyoutubecomwatchvcfsvfoobroampta hrefhttpswwwyoutubecomwatchvcfsvfoobroampta hrefhttpswwwyoutubecomwatchvcfsvfoobroampta hrefhttpswwwyoutubecomwatchvcfsvfoobroampta hrefhttpswwwyoutubecomwatchvcfsvfoobroampta hrefhttpswwwyoutubecomwatchvcfsvfoobroampta hrefhttpswwwyoutubecomwatchvcfsvfoobroampta hrefhttpswwwyoutubecomwatchvcfsvfoobroampta hrefhttpswwwyoutubecomwatchvcfsvfoobroampta,0,2025-07-14T16:15:29Z,['capacitismo'],toxic
